username,tweet
EinGruner,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
dorislee1874,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
LC_Sen,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
mallika0701,"RT @tictoc: Up to 88% of Hong Kong’s 7.4 million have been exposed to tear gas.

More via @bw: https://t.co/P3UnPqjYHy #HongKongProtests #香…"
hurv15,"RT @superbigpiece: Never give up never surrender, never forget never forgive.

We are HKers.

#StandWithHongKong #FightForFreedom #HongKong…"
ashh88236848,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
hycwong,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
kky_2413,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
Joy54528124,"RT @demosisto: Little kid girl was hit by #HKPoliceTerrorists with tear gas, leaving her eyes with burning pain. Voluntary first aiders com…"
mochunpang,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
hurv15,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
ysnchan_ust,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
uilleam_beag,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
520_zero,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
briantsim,"RT @Fight4HongKong: Chow Tsz-lok, a 22 year-old university student who fell from heights at a carpark during police operations on Nov 4th,…"
xianganghao,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
AhYan84936610,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
wuncc1,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
frankdai3,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
tyLawre32771053,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
xzxzanalazy,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
SamFreeHKBro,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
xzxzanalazy,RT @FreedomEugeneUS: Mainland student points KNIFE and sings Red #China national anthem. Horrible singing. This would be good use of the na…
haritho,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
seariousforhkg,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
tyler_patry,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
homekin07597926,"RT @Woppa1Woppa: #CUHK student press at the graduation holding up signs saying ""We're not afraid of their gun, they're scared of our camera…"
TamasiiJewel,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
seariousforhkg,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
Chanpoyan8,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
cmt19819185,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
beierbang,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
fuckthepopo_,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
KakeiGuGen,RT @ajmm19923493: #CUHK students stood with their back facing the stage when #China national anthem was played at their graduation ceremony…
michelle_cms,"RT @tictoc: Up to 88% of Hong Kong’s 7.4 million have been exposed to tear gas.

More via @bw: https://t.co/P3UnPqjYHy #HongKongProtests #香…"
antielab2,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
ysnchan_ust,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
concernedvee,"RT @FreedomHKG: 13/ ⚠️graphic content alert
A civilian was brutally beaten by #HKPolice &amp; his face was fully covered in blood. He was retai…"
CarmenKwan926,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
yanyingping,RT @galileocheng: Angry citizens are chanting “Fxxk off cockroaches! Murderer!” In Chater Garden for flash mob rally and mourning for Alex…
complexmatter,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Reese12059390,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
cs_ttttt,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
HkSmallpotato,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
XIA_vickie,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
BjzyyUwHugJ1XGU,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
KinkiSub,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
SwanShot,"RT @alvinllum: Evolution of slogans in #hongkongprotests:
- HKers keep it up! (June-late Sept/early Oct)
- HKers, resist! (After anti-mask…"
slemhk,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
MeLikeWater,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
homekin07597926,RT @ajmm19923493: I hope everyone can spend a moment listening to this HKUST student’s speech. He is a new immigrant to #HongKong. I’ve tra…
minami63594709,"RT @ivy0118: Red media is asking for cancellations of elections.
#HongKongProtests https://t.co/ClHdYZcile"
dimmmsummm,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
Zaufana3Strona,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
seariousforhkg,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
karine_xiappahk,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
kk3hi3123,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
RoostandswithHK,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
oheignaa,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
learaverin,"RT @JessiePang0125: Many chant “Hong Konger, revenge.” #antielab #HongKongProtests https://t.co/NhSug0utn7"
HCYHK,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
VictoriaChu17,"RT @yuen_cecil: #RestInPeace gathering for Chow Tsz-lok (周梓樂)
8pm, 8 Nov 2019 (Today)
#Lennon, Tsuen Wan, #HongKongProtests https://t.co/1g…"
Casiosusu,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
learaverin,RT @JessiePang0125: Several hundreds protesters holding white flowers rallied in central this afternoon to protest against police brutality…
oheignaa,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
yukkkkk,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
directedby12956,RT @KazeTsurumi: #HKPoliceTerrorism refused to let #EMS tp provide help to a student #HongKongProtests #StandWithHongKong @SolomonYue @Hawl…
elaineeehk,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
wensmalk623,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
mono_toy,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
smilyakira7,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
chohauchohau,"RT @FreedomEugeneUS: In response to delayed police action, Sec. of Security John Lee said the 24000 calls on 7/21 YuenLong attack were from…"
_Chikard_,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
ravenreedhk,RT @Woppa1Woppa: #HKUST.  Students continue supporting Chow and some parents joined the chants and gave them applause.  At the end they lef…
TomT88696910,"RT @ajmm19923493: At #HKUST: students put up a sign that say “no congregation, only funeral”. This should be a happy day for these students…"
smilyakira7,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
iwtdlst,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
NiklasToring,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
_Chikard_,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
ejburns1,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
kimmyle34098941,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
sinnieloves,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
melissaleidygar,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
fkupopo,The link below is happened on 11.02. it shows that the police told the people who waiting for public transport are… https://t.co/oFkMFExEgN
sinnieloves,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
kimmyle34098941,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
DeepHongkonger,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
ejburns1,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
wanderlust811,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
sinnieloves,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
henrynihon3,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
GraceChiao27,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Steve_Dunthorne,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
abcd9988779876,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
cmt19819185,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
ejburns1,"RT @LawMic1: @SolomonYue Everyone of #Hongkongers is in anguish.  Sorry if any of us may sound impolite, we just cant afford to lose anothe…"
Dong__Xiang,RT @liamstone_19: #HongKong protesters vandalized a  Genki Sushi branch and robbed the money. #HongKongProtests https://t.co/CoNE4ck5sX
fuckthepopo_,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
kky_2413,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
ElaineKits,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
MdwWing,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
alistandwithhk,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
billbeleven,"RT @jojoorbie: #HKHumanRightsandDemocracyAct 
60 votes needed to beat filibuster. As of Nov 6, Sen. Rubio +37 co-sponsors=38. 22 more neede…"
iwannaretire888,"Who Blocking SOS Service
Who murdering the victim

#FreeHK
#FightForFreedom 
#StandWithHongKong
#5DemandsNotOneLess… https://t.co/5UL8FK0vWh"
heyyobuddy1,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
sep_hk,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
AprilCheung10,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
ann38072979,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
KC60180199,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
tyLawre32771053,"RT @LawMic1: @SolomonYue Everyone of #Hongkongers is in anguish.  Sorry if any of us may sound impolite, we just cant afford to lose anothe…"
Frankieliuode,"RT @Dystopia992: The moment when #HKPolice fired tear gas at #press, on a police vehicle before they leave.

Proof of #HKPoliceTerrorism —…"
LungDragon26,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
VanessaChoi8,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
LungDragon26,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
persona3671,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
h_ychuen,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
vvvvvvwwwhk,"RT @ivy0118: Red media is asking for cancellations of elections.
#HongKongProtests https://t.co/ClHdYZcile"
9rbJHqgK4v7hCRb,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
falcon94ssy,"RT @JessiePang0125: Many chant “Hong Konger, revenge.” #antielab #HongKongProtests https://t.co/NhSug0utn7"
alistandwithhk,"RT @tictoc: Up to 88% of Hong Kong’s 7.4 million have been exposed to tear gas.

More via @bw: https://t.co/P3UnPqjYHy #HongKongProtests #香…"
cmt19819185,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
freeHongKong15,RT @FreedomEugeneUS: Mainland student points KNIFE and sings Red #China national anthem. Horrible singing. This would be good use of the na…
Mandy73585919,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
SKEX1r0sEjWXB5n,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
Evange_McDowell,RT @galileocheng: Angry citizens are chanting “Fxxk off cockroaches! Murderer!” In Chater Garden for flash mob rally and mourning for Alex…
ttttt_katie,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
KenEva524,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
waterfall8888,RT @liamstone_19: #HongKong protesters vandalized a  Genki Sushi branch and robbed the money. #HongKongProtests https://t.co/CoNE4ck5sX
JuneL05530260,"RT @Pete_Radcliff: People in Nottm start a #humanchain in solidarity with the #HongKongProtests on international day of protest
#StandwithH…"
harbour_ricky,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
IamMaryLinda,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
skboz,RT @JOceanW: Some at UST just took out their anger by vandalising Starbucks there. #hongkongprotests https://t.co/vDAd8clQYZ
wsmwby,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
AkkaT8,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
TeresaW17993222,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
ONMA321720,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
athenakaka,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
ElaineMlk,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
hangting2,"RT @ajmm19923493: #HKUST principal Wei Shyy led students &amp; staff to stand in silent tribute to Chow Tsz-lok, who passed away this morning.…"
DCheng36387164,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
Suteki_minus,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
GhkLinlinlin,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
LamTung14969091,"RT @badiucao: A mainland student held a knife towards the graduates of CUHK and sang the Chinese National Anthem.

to b honest i think his…"
CarmenKwan926,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
hangting2,"RT @JessiePang0125: Many chant “Hong Konger, revenge.” #antielab #HongKongProtests https://t.co/NhSug0utn7"
salsterhot,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
LamTung14969091,"RT @Dystopia992: The moment when #HKPolice fired tear gas at #press, on a police vehicle before they leave.

Proof of #HKPoliceTerrorism —…"
wsmwby,"RT @FreedomEugeneUS: In response to delayed police action, Sec. of Security John Lee said the 24000 calls on 7/21 YuenLong attack were from…"
alonso18221,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
michelle_cms,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
jameslu920,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
hangting2,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
ejburns1,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
LungDragon26,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
Oracle60503872,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
alonso18221,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
Peter42588566,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
chaupakyan1,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
DuanJohn1,RT @liamstone_19: #HongKong protesters vandalized a  Genki Sushi branch and robbed the money. #HongKongProtests https://t.co/CoNE4ck5sX
Phillip_In_HK,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
alistandwithhk,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
hangting2,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
LizaSCLee1,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
hehehehe789,RT @Fight4HongKong: 😡#HongKongProtests themed cake design entry at .@thecakeshows competition got disqualified after pro-CCP attendees comp…
LungDragon26,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
liberatehkg,"RT @ajmm19923493: Int’l students from #China did it again! This time at Truman State U, Kirksville, Missouri. 🇨🇳 folks stormed a Free #Hong…"
Eunayai11111,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
MIUNATSE,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
_hilda1122_,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
sep_hk,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
GKamakura,RT @charofzeon: A young boy fell from height as #HKPoliceTerrorist fired tear gas at him. Police blocked the ambulance for more than 25mins…
WA7MFjX3XYbak0n,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
JiyuHo10,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
stephanie_oz2,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
Hoikk030l,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
hangting2,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
LamTung14969091,RT @ezracheungtoto: #LIVE: The ambience at New Town Plaza has intensified again as police have attempted to storm into the mall a 2nd time…
martinkmk,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
LungDragon26,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
cLFob8w3vgFfoBW,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
hangting2,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
gar_hk2019,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
KommandoMensch,RT @liamstone_19: #HongKong students/protesters waving USA flags at their graduation ceremony. #HongKongProtests https://t.co/wzNfWzMpNx
Water00115,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
DuanJohn1,RT @liamstone_19: #HongKong protesters or actors and liars? One protester make an over-exaggerated diving to frame a mainland Chinese stude…
RoostandswithHK,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
cLFob8w3vgFfoBW,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
jtam3270,"RT @ska_kongshan: #HongKong protest art at TaiPo #LennonTunnel. As described by @limlouisa, a gigantic explosion of creativity and individu…"
iwannaretire888,"Lest We Forget
#FreeHK
#FightForFreedom 
#StandWithHongKong
#5DemandsNotOneLess 
#HongKongProtests 
#科勞手足 
#互科… https://t.co/bvgV84jWVw"
falcon94ssy,RT @ihs_james: Protesters blocking an intersection in Central after the death of Chow Tsz-lok four days after he fell near a police operati…
hkusstocktrader,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
Alan_G_Smith_BC,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
PaulineBenedict,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
Peggy69866816,RT @Woppa1Woppa: #HKUST.  Students continue supporting Chow and some parents joined the chants and gave them applause.  At the end they lef…
LungDragon26,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
gar_hk2019,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
hangting2,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
Sam_Kooooooo,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
rorobin_ro,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
RoostandswithHK,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
gar_hk2019,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
Water00115,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
iwannaretire888,"Dont tell me that this is none of your business.

Join and Fight together

#FreeHK
#FightForFreedom… https://t.co/cBPJ8Vtw3L"
LungDragon26,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
namichopper1,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
jameslu920,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
jackytsoi6,"RT @ajmm19923493: #HKUST principal Wei Shyy led students &amp; staff to stand in silent tribute to Chow Tsz-lok, who passed away this morning.…"
smilyakira7,"RT @YourAnonRiots: “This mask is a symbol of resistance against tyranny,” a protester explains.The crowd wearing #GuyFawkes masks march thr…"
hu_ua20,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
aaronch88851259,"RT @ajmm19923493: Int’l students from #China did it again! This time at Truman State U, Kirksville, Missouri. 🇨🇳 folks stormed a Free #Hong…"
gar_hk2019,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
